"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
6552, 2.230073275118779e+00, 2.343901461677818e-01, 2.578271666682759e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550865572795684e+03, 1.000000000000000e-10, 3.391010979495187e+14, 2.220346229118272e+03, 3.000007708053362e+02, 0.000000000000000e+00, 3.006472713978410e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919898441610e-05, 1.969438499673659e-03, 2.069963274107221e-04, 8.553626214212159e+04, 3.664994059589958e-03, 7.603254669202585e-27
6553, 2.229420046711677e+00, 2.343214890955996e-01, 2.578277455122841e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550878036558678e+03, 1.000000000000000e-10, 3.390739856570261e+14, 2.220351214623470e+03, 3.000007708915782e+02, 0.000000000000000e+00, 3.006482115602211e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919898849684e-05, 1.969547601239484e-03, 2.070077944478398e-04, 8.554100623747561e+04, 3.665242214643448e-03, 7.603879695051729e-27
6554, 2.228766818304576e+00, 2.342528320234173e-01, 2.578283245893509e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550890505319332e+03, 1.000000000000000e-10, 3.390468790121838e+14, 2.220356202127732e+03, 3.000007709767416e+02, 0.000000000000000e+00, 3.006491520995831e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919899252654e-05, 1.969656729575249e-03, 2.070192642979489e-04, 8.554575151001375e+04, 3.665490387045808e-03, 7.604504701065681e-27
6555, 2.228113589897474e+00, 2.341841749512351e-01, 2.578289038944491e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550902979006518e+03, 1.000000000000000e-10, 3.390197757278878e+14, 2.220361191602606e+03, 3.000007710628313e+02, 0.000000000000000e+00, 3.006500930105615e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919899660007e-05, 1.969765873936374e-03, 2.070307358324177e-04, 8.555049749625563e+04, 3.665738579131386e-03, 7.605129738366081e-27
6556, 2.227460361490372e+00, 2.341155178790528e-01, 2.578294834225605e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550915457492517e+03, 1.000000000000000e-10, 3.389926684938359e+14, 2.220366182997006e+03, 3.000007711487842e+02, 0.000000000000000e+00, 3.006510342835225e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919900066713e-05, 1.969875055658115e-03, 2.070422112939536e-04, 8.555524512287074e+04, 3.665986850309952e-03, 7.605754970810232e-27
6557, 2.226807133083270e+00, 2.340468608068706e-01, 2.578300631712092e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550927940723557e+03, 1.000000000000000e-10, 3.389655710367802e+14, 2.220371176289421e+03, 3.000007712345747e+02, 0.000000000000000e+00, 3.006519759144097e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919900472650e-05, 1.969984252228735e-03, 2.070536883159757e-04, 8.555999341428478e+04, 3.666235105387124e-03, 7.606380090365739e-27
6558, 2.226153904676169e+00, 2.339782037346883e-01, 2.578306431343709e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550940428567422e+03, 1.000000000000000e-10, 3.389384746728925e+14, 2.220376171426968e+03, 3.000007713200670e+02, 0.000000000000000e+00, 3.006529178932501e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919900877176e-05, 1.970093476677402e-03, 2.070651682681251e-04, 8.556474293824162e+04, 3.666483403458024e-03, 7.607005291670196e-27
6559, 2.225500676269067e+00, 2.339095466625061e-01, 2.578312233095462e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550952920992918e+03, 1.000000000000000e-10, 3.389113830609756e+14, 2.220381168397166e+03, 3.000007714064833e+02, 0.000000000000000e+00, 3.006538602176904e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919901286075e-05, 1.970202724283412e-03, 2.070766506540116e-04, 8.556949349126680e+04, 3.666731720315114e-03, 7.607630492533339e-27
6560, 2.224847447861965e+00, 2.338408895903238e-01, 2.578318036901936e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550965417825273e+03, 1.000000000000000e-10, 3.388842893545956e+14, 2.220386167130108e+03, 3.000007714919894e+02, 0.000000000000000e+00, 3.006548028745475e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919901690666e-05, 1.970312003302982e-03, 2.070881363419348e-04, 8.557424543250348e+04, 3.666980100718287e-03, 7.608255846444286e-27
6561, 2.224194219454863e+00, 2.337722325181416e-01, 2.578323842739561e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550977919044728e+03, 1.000000000000000e-10, 3.388572054404998e+14, 2.220391167617890e+03, 3.000007715782600e+02, 0.000000000000000e+00, 3.006557458623309e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919902098876e-05, 1.970421299418859e-03, 2.070996238265279e-04, 8.557899814377649e+04, 3.667228466984853e-03, 7.608881086470385e-27
6562, 2.223540991047761e+00, 2.337035754459593e-01, 2.578329650550764e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.550990424504836e+03, 1.000000000000000e-10, 3.388301203555979e+14, 2.220396169801933e+03, 3.000007716640793e+02, 0.000000000000000e+00, 3.006566891699936e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919902504949e-05, 1.970530626738229e-03, 2.071111145911322e-04, 8.558375223747596e+04, 3.667476891597121e-03, 7.609506458571208e-27
6563, 2.222887762640660e+00, 2.336349183737771e-01, 2.578335460293101e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551002934116986e+03, 1.000000000000000e-10, 3.388030373055069e+14, 2.220401173646793e+03, 3.000007717495969e+02, 0.000000000000000e+00, 3.006576327908519e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919902909595e-05, 1.970639980068112e-03, 2.071226080890758e-04, 8.558850748971284e+04, 3.667725352370963e-03, 7.610131890655648e-27
6564, 2.222234534233558e+00, 2.335662613015948e-01, 2.578341271929218e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551015447812157e+03, 1.000000000000000e-10, 3.387759572075456e+14, 2.220406179124861e+03, 3.000007718354290e+02, 0.000000000000000e+00, 3.006585767196993e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919903315730e-05, 1.970749361061175e-03, 2.071341044945635e-04, 8.559326397511364e+04, 3.667973845868364e-03, 7.610757362008558e-27
6565, 2.221581305826456e+00, 2.334976042294126e-01, 2.578347085427740e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551027965519758e+03, 1.000000000000000e-10, 3.387488860060526e+14, 2.220411186207902e+03, 3.000007719214111e+02, 0.000000000000000e+00, 3.006595209512109e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919903722574e-05, 1.970858759268105e-03, 2.071456027093853e-04, 8.559802124117869e+04, 3.668222330168732e-03, 7.611382738966450e-27
6566, 2.220928077419354e+00, 2.334289471572303e-01, 2.578352900729610e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551040487110161e+03, 1.000000000000000e-10, 3.387218104565726e+14, 2.220416194844063e+03, 3.000007720074091e+02, 0.000000000000000e+00, 3.006604654756087e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919904129493e-05, 1.970968190090080e-03, 2.071571043523843e-04, 8.560277995755787e+04, 3.668470891339033e-03, 7.612008318922278e-27
6567, 2.220274849012252e+00, 2.333602900850481e-01, 2.578358717805267e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551053012525181e+03, 1.000000000000000e-10, 3.386947406149032e+14, 2.220421205010071e+03, 3.000007720937180e+02, 0.000000000000000e+00, 3.006614102885038e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919904537883e-05, 1.971077644420070e-03, 2.071686084660915e-04, 8.560753973103686e+04, 3.668719466433218e-03, 7.612633875843534e-27
6568, 2.219621620605151e+00, 2.332916330128658e-01, 2.578364536617571e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551065541664927e+03, 1.000000000000000e-10, 3.386676769439006e+14, 2.220426216665970e+03, 3.000007721792605e+02, 0.000000000000000e+00, 3.006623553823612e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919904942647e-05, 1.971187128264119e-03, 2.071801156818778e-04, 8.561230082339674e+04, 3.668968058540598e-03, 7.613259399178373e-27
6569, 2.218968392198049e+00, 2.332229759406836e-01, 2.578370357115203e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551078074438918e+03, 1.000000000000000e-10, 3.386406135083792e+14, 2.220431229775565e+03, 3.000007722651180e+02, 0.000000000000000e+00, 3.006633007503556e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919905348901e-05, 1.971296634889860e-03, 2.071916252918654e-04, 8.561706294405615e+04, 3.669216693536150e-03, 7.613885022177769e-27
6570, 2.218315163790948e+00, 2.331543188685014e-01, 2.578376179254810e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551090610745350e+03, 1.000000000000000e-10, 3.386135507723402e+14, 2.220436244298139e+03, 3.000007723508327e+02, 0.000000000000000e+00, 3.006642463848080e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919905754480e-05, 1.971406169378423e-03, 2.072031378306048e-04, 8.562182631536752e+04, 3.669465373645482e-03, 7.614510734302132e-27
6571, 2.217661935383846e+00, 2.330856617963191e-01, 2.578382003008511e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551103150529766e+03, 1.000000000000000e-10, 3.385864928486408e+14, 2.220441260211905e+03, 3.000007724367057e+02, 0.000000000000000e+00, 3.006651922816106e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919906160808e-05, 1.971515727998945e-03, 2.072146529057420e-04, 8.562659077649763e+04, 3.669714073099015e-03, 7.615136442984479e-27
6572, 2.217008706976744e+00, 2.330170047241368e-01, 2.578387828333590e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551115693697597e+03, 1.000000000000000e-10, 3.385594315238788e+14, 2.220446277479037e+03, 3.000007725225963e+02, 0.000000000000000e+00, 3.006661384336297e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919906567219e-05, 1.971625324451014e-03, 2.072261719568569e-04, 8.563135692313861e+04, 3.669962849176386e-03, 7.615762332828395e-27
6573, 2.216355478569642e+00, 2.329483476519546e-01, 2.578393655221089e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551128240231873e+03, 1.000000000000000e-10, 3.385323859742560e+14, 2.220451296092748e+03, 3.000007726086295e+02, 0.000000000000000e+00, 3.006670848395853e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919906974305e-05, 1.971734934865110e-03, 2.072376924755240e-04, 8.563612372170908e+04, 3.670211575684587e-03, 7.616387972438626e-27
6574, 2.215702250162540e+00, 2.328796905797723e-01, 2.578399483608506e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551140790001365e+03, 1.000000000000000e-10, 3.385053388569379e+14, 2.220456316000545e+03, 3.000007726949855e+02, 0.000000000000000e+00, 3.006680314895787e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919907382918e-05, 1.971844576258304e-03, 2.072492162501682e-04, 8.564089191201344e+04, 3.670460362487228e-03, 7.617013751729793e-27
6575, 2.215049021755438e+00, 2.328110335075901e-01, 2.578405313445002e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551153342882553e+03, 1.000000000000000e-10, 3.384782847046735e+14, 2.220461337153019e+03, 3.000007727809043e+02, 0.000000000000000e+00, 3.006689783742925e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919907789462e-05, 1.971954257586824e-03, 2.072607442226336e-04, 8.564566188263199e+04, 3.670709247597478e-03, 7.617639793637352e-27
6576, 2.214395793348336e+00, 2.327423764354078e-01, 2.578411144725665e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551165898875634e+03, 1.000000000000000e-10, 3.384512435991348e+14, 2.220466359550252e+03, 3.000007728669680e+02, 0.000000000000000e+00, 3.006699254937417e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919908196693e-05, 1.972063953197921e-03, 2.072722736959233e-04, 8.565043252296445e+04, 3.670958098204980e-03, 7.618265646226456e-27
6577, 2.213742564941235e+00, 2.326737193632256e-01, 2.578416977418385e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551178457900392e+03, 1.000000000000000e-10, 3.384242082413080e+14, 2.220471383160155e+03, 3.000007729525773e+02, 0.000000000000000e+00, 3.006708728418751e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919908601773e-05, 1.972173683987496e-03, 2.072838068665630e-04, 8.565520474036239e+04, 3.671206973346822e-03, 7.618891473606028e-27
6578, 2.213089336534133e+00, 2.326050622910434e-01, 2.578422811461433e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551191019838380e+03, 1.000000000000000e-10, 3.383971685982809e+14, 2.220476407935351e+03, 3.000007730385136e+02, 0.000000000000000e+00, 3.006718204097585e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919909008400e-05, 1.972283443748601e-03, 2.072953430823434e-04, 8.565997826686154e+04, 3.671455921671898e-03, 7.619517501461669e-27
6579, 2.212436108127031e+00, 2.325364052188611e-01, 2.578428646837877e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551203584650070e+03, 1.000000000000000e-10, 3.383701347109394e+14, 2.220481433860027e+03, 3.000007731246105e+02, 0.000000000000000e+00, 3.006727681944099e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919909415787e-05, 1.972393226555741e-03, 2.073068817203903e-04, 8.566475284726197e+04, 3.671704883184863e-03, 7.620143503693018e-27
6580, 2.211782879719930e+00, 2.324677481466789e-01, 2.578434483526270e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551216152277912e+03, 1.000000000000000e-10, 3.383431052137873e+14, 2.220486460911163e+03, 3.000007732102532e+02, 0.000000000000000e+00, 3.006737161914883e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919909821025e-05, 1.972503046104995e-03, 2.073184242200747e-04, 8.566952907641743e+04, 3.671953878047402e-03, 7.620769510954715e-27
6581, 2.211129651312828e+00, 2.323990910744966e-01, 2.578440321482146e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551228722649093e+03, 1.000000000000000e-10, 3.383160760036893e+14, 2.220491489059636e+03, 3.000007732966803e+02, 0.000000000000000e+00, 3.006746643955015e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919910229975e-05, 1.972612891295668e-03, 2.073299694148381e-04, 8.567430647535584e+04, 3.672202918179811e-03, 7.621395615525299e-27
6582, 2.210476422905726e+00, 2.323304340023144e-01, 2.578446160684279e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551241295692191e+03, 1.000000000000000e-10, 3.382890511915756e+14, 2.220496518276875e+03, 3.000007733825018e+02, 0.000000000000000e+00, 3.006756128010616e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919910636059e-05, 1.972722767781199e-03, 2.073415178987397e-04, 8.567908528925080e+04, 3.672451986547312e-03, 7.622021724739990e-27
6583, 2.209823194498624e+00, 2.322617769301321e-01, 2.578452001106528e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.551253871370807e+03, 1.000000000000000e-10, 3.382620316890760e+14, 2.220501548548321e+03, 3.000007734687921e+02, 0.000000000000000e+00, 3.006765614054234e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845919911044361e-05, 1.972832671005099e-03, 2.073530691930409e-04, 8.568386532345221e+04, 3.672701073936318e-03, 7.622647817954858e-27
