"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
8244, 1.124810810302574e+00, 1.182223800354179e-01, 2.592992750234501e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582562683462155e+03, 1.000000000000000e-10, 2.968758830804878e+14, 2.233025073384861e+03, 3.000009585271516e+02, 0.000000000000000e+00, 3.030382371938600e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920786690180e-05, 2.232985827363236e-03, 2.346962677441623e-04, 9.712391565841594e+04, 4.171139399736890e-03, 8.734266059174779e-27
8245, 1.124157581895472e+00, 1.181537229632356e-01, 2.593006795958735e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582592925996431e+03, 1.000000000000000e-10, 2.968526447756671e+14, 2.233037170398571e+03, 3.000009586833352e+02, 0.000000000000000e+00, 3.030405184385387e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920787429199e-05, 2.233219708335927e-03, 2.347208496248755e-04, 9.713437979728596e+04, 4.171521370436848e-03, 8.734997112678281e-27
8246, 1.123504353488370e+00, 1.180850658910534e-01, 2.593020857656769e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582623202910406e+03, 1.000000000000000e-10, 2.968294151707722e+14, 2.233049281164161e+03, 3.000009588389278e+02, 0.000000000000000e+00, 3.030428022765352e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920788165420e-05, 2.233453757648090e-03, 2.347454491985753e-04, 9.714485194067704e+04, 4.171903462193088e-03, 8.735728078421269e-27
8247, 1.122851125081268e+00, 1.180164088188712e-01, 2.593034935443584e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582653514471423e+03, 1.000000000000000e-10, 2.968061863546258e+14, 2.233061405788568e+03, 3.000009589949934e+02, 0.000000000000000e+00, 3.030450887280160e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920788903880e-05, 2.233687985589456e-03, 2.347700675476596e-04, 9.715533253583458e+04, 4.172285740201591e-03, 8.736459189571003e-27
8248, 1.122197896674167e+00, 1.179477517466889e-01, 2.593049029417201e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582683860884126e+03, 1.000000000000000e-10, 2.967829556880251e+14, 2.233073544353649e+03, 3.000009591511884e+02, 0.000000000000000e+00, 3.030473778084173e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920789642952e-05, 2.233922393346965e-03, 2.347947047955781e-04, 9.716582163364906e+04, 4.172668224139803e-03, 8.737190524183384e-27
8249, 1.121544668267065e+00, 1.178790946745067e-01, 2.593063139672328e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582714242353765e+03, 1.000000000000000e-10, 2.967597272937253e+14, 2.233085696941504e+03, 3.000009593075856e+02, 0.000000000000000e+00, 3.030496695332216e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920790382981e-05, 2.234156972443562e-03, 2.348193600521505e-04, 9.717631886457468e+04, 4.173050877099207e-03, 8.737921961251598e-27
8250, 1.120891439859963e+00, 1.178104376023244e-01, 2.593077266283263e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582744659035406e+03, 1.000000000000000e-10, 2.967365022914284e+14, 2.233097863614161e+03, 3.000009594639217e+02, 0.000000000000000e+00, 3.030519639141258e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920791122721e-05, 2.234391720671892e-03, 2.348440330852813e-04, 9.718682413295201e+04, 4.173433689141785e-03, 8.738653468059038e-27
8251, 1.120238211452862e+00, 1.177417805301422e-01, 2.593091409285381e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582775111003751e+03, 1.000000000000000e-10, 2.967132737286238e+14, 2.233110044401499e+03, 3.000009596201186e+02, 0.000000000000000e+00, 3.030542609567648e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920791861803e-05, 2.234626645652972e-03, 2.348687246957624e-04, 9.719733776900938e+04, 4.173816716301701e-03, 8.739385249495345e-27
8252, 1.119584983045760e+00, 1.176731234579599e-01, 2.593105568707368e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582805598330158e+03, 1.000000000000000e-10, 2.966900461085259e+14, 2.233122239332062e+03, 3.000009597766921e+02, 0.000000000000000e+00, 3.030565606665213e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920792602665e-05, 2.234861741212848e-03, 2.348934342346854e-04, 9.720785950364299e+04, 4.174199921128586e-03, 8.740117173089102e-27
8253, 1.118931754638658e+00, 1.176044663857777e-01, 2.593119744569500e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582836121056366e+03, 1.000000000000000e-10, 2.966668248747251e+14, 2.233134448422545e+03, 3.000009599335391e+02, 0.000000000000000e+00, 3.030588630465436e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920793344823e-05, 2.235096997529839e-03, 2.349181606697993e-04, 9.721838890906241e+04, 4.174583256135402e-03, 8.740849078547817e-27
8254, 1.118278526231556e+00, 1.175358093135954e-01, 2.593133936853822e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582866679145771e+03, 1.000000000000000e-10, 2.966435987636301e+14, 2.233146671658307e+03, 3.000009600907700e+02, 0.000000000000000e+00, 3.030611680940708e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920794088797e-05, 2.235332427572108e-03, 2.349429053645254e-04, 9.722892654910305e+04, 4.174966812713230e-03, 8.741581297678349e-27
8255, 1.117625297824454e+00, 1.174671522414132e-01, 2.593148145531115e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582897272523765e+03, 1.000000000000000e-10, 2.966203734153346e+14, 2.233158909009504e+03, 3.000009602477560e+02, 0.000000000000000e+00, 3.030634758034748e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920794831611e-05, 2.235568024100826e-03, 2.349676675576672e-04, 9.723947210695526e+04, 4.175350544420684e-03, 8.742313664261176e-27
8256, 1.116972069417353e+00, 1.173984951692309e-01, 2.593162370557031e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582927901093090e+03, 1.000000000000000e-10, 2.965971527775451e+14, 2.233171160437234e+03, 3.000009604044016e+02, 0.000000000000000e+00, 3.030657861674196e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920795572816e-05, 2.235803782972088e-03, 2.349924468133938e-04, 9.725002540297166e+04, 4.175734419589869e-03, 8.743046061805984e-27
8257, 1.116318841010250e+00, 1.173298380970486e-01, 2.593176611844410e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582958564690722e+03, 1.000000000000000e-10, 2.965739289716292e+14, 2.233183425876287e+03, 3.000009605620302e+02, 0.000000000000000e+00, 3.030680991736078e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920796318671e-05, 2.236039702405718e-03, 2.350172429450346e-04, 9.726058635848791e+04, 4.176118492020907e-03, 8.743778722274131e-27
8258, 1.115665612603149e+00, 1.172611810248664e-01, 2.593190869322478e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.582989263133139e+03, 1.000000000000000e-10, 2.965507074570256e+14, 2.233195705253254e+03, 3.000009607189675e+02, 0.000000000000000e+00, 3.030704148081962e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920797061255e-05, 2.236275785657456e-03, 2.350420562945898e-04, 9.727115511418020e+04, 4.176502726338243e-03, 8.744511484527621e-27
8259, 1.115012384196047e+00, 1.171925239526842e-01, 2.593205142877649e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583019996195240e+03, 1.000000000000000e-10, 2.965274880546140e+14, 2.233207998478095e+03, 3.000009608762587e+02, 0.000000000000000e+00, 3.030727330542050e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920797805514e-05, 2.236512024444557e-03, 2.350668859916784e-04, 9.728173130963002e+04, 4.176887116048863e-03, 8.745244353473055e-27
8260, 1.114359155788945e+00, 1.171238668805019e-01, 2.593219432379324e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583050763594477e+03, 1.000000000000000e-10, 2.965042651518949e+14, 2.233220305437789e+03, 3.000009610338296e+02, 0.000000000000000e+00, 3.030750538903209e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920798551097e-05, 2.236748422709314e-03, 2.350917324504815e-04, 9.729231511609135e+04, 4.177271704388492e-03, 8.745977494231212e-27
8261, 1.113705927381843e+00, 1.170552098083197e-01, 2.593233737682050e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583081565010872e+03, 1.000000000000000e-10, 2.964810432712598e+14, 2.233232626004347e+03, 3.000009611913136e+02, 0.000000000000000e+00, 3.030773772924078e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920799296268e-05, 2.236984978599057e-03, 2.351165954766101e-04, 9.730290645132332e+04, 4.177656457774806e-03, 8.746710772982936e-27
8262, 1.113052698974742e+00, 1.169865527361374e-01, 2.593248058628791e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583112400112715e+03, 1.000000000000000e-10, 2.964578276815026e+14, 2.233244960045085e+03, 3.000009613490532e+02, 0.000000000000000e+00, 3.030797032354440e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920800042649e-05, 2.237221680918121e-03, 2.351414738927461e-04, 9.731350482989813e+04, 4.178041328605509e-03, 8.747444033759601e-27
8263, 1.112399470567640e+00, 1.169178956639552e-01, 2.593262395037380e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583143268501376e+03, 1.000000000000000e-10, 2.964346116524111e+14, 2.233257307400549e+03, 3.000009615067030e+02, 0.000000000000000e+00, 3.030820316893603e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920800788605e-05, 2.237458540162957e-03, 2.351663688023954e-04, 9.732411070606488e+04, 4.178426374127167e-03, 8.748177474513326e-27
8264, 1.111746242160538e+00, 1.168492385917729e-01, 2.593276746709908e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583174169757412e+03, 1.000000000000000e-10, 2.964113937060606e+14, 2.233269667902963e+03, 3.000009616646196e+02, 0.000000000000000e+00, 3.030843626225174e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920801535824e-05, 2.237695551588148e-03, 2.351912797070217e-04, 9.733472387396479e+04, 4.178811600333197e-03, 8.748911138244658e-27
8265, 1.111093013753436e+00, 1.167805815195907e-01, 2.593291113439883e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583205103429452e+03, 1.000000000000000e-10, 2.963881779941752e+14, 2.233282041371780e+03, 3.000009618224377e+02, 0.000000000000000e+00, 3.030866960008676e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920802282576e-05, 2.237932710961832e-03, 2.352162061617887e-04, 9.734534414939034e+04, 4.179196974006903e-03, 8.749644901761005e-27
8266, 1.110439785346335e+00, 1.167119244474084e-01, 2.593305495001829e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583236069030540e+03, 1.000000000000000e-10, 2.963649619184808e+14, 2.233294427612215e+03, 3.000009619800754e+02, 0.000000000000000e+00, 3.030890317876791e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920803028475e-05, 2.238170021761275e-03, 2.352411485319321e-04, 9.735597168363431e+04, 4.179582516724830e-03, 8.750378841024323e-27
8267, 1.109786556939233e+00, 1.166432673752262e-01, 2.593319891156897e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583267066065889e+03, 1.000000000000000e-10, 2.963417470022944e+14, 2.233306826426354e+03, 3.000009621385773e+02, 0.000000000000000e+00, 3.030913699456291e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920803778462e-05, 2.238407475411224e-03, 2.352661059158859e-04, 9.736660610333977e+04, 4.179968209720768e-03, 8.751112910288456e-27
8268, 1.109133328532131e+00, 1.165746103030439e-01, 2.593334301668797e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583298094003848e+03, 1.000000000000000e-10, 2.963185355278226e+14, 2.233319237601538e+03, 3.000009622967112e+02, 0.000000000000000e+00, 3.030937104346143e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920804526709e-05, 2.238645075239091e-03, 2.352910786642682e-04, 9.737724755402660e+04, 4.180354040018913e-03, 8.751847041372390e-27
8269, 1.108480100125029e+00, 1.165059532308617e-01, 2.593348726268763e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583329152265929e+03, 1.000000000000000e-10, 2.962953224654157e+14, 2.233331660906370e+03, 3.000009624544853e+02, 0.000000000000000e+00, 3.030960532109986e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920805273252e-05, 2.238882823435877e-03, 2.353160670066469e-04, 9.738789613010813e+04, 4.180740045159220e-03, 8.752581381934231e-27
8270, 1.107826871717928e+00, 1.164372961586795e-01, 2.593363164691552e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583360240297050e+03, 1.000000000000000e-10, 2.962721144014726e+14, 2.233344096118819e+03, 3.000009626127576e+02, 0.000000000000000e+00, 3.030983982329112e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920806022154e-05, 2.239120706254935e-03, 2.353410694985372e-04, 9.739855123587621e+04, 4.181126165805626e-03, 8.753315736545635e-27
8271, 1.107173643310826e+00, 1.163686390864972e-01, 2.593377616657063e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583391357487989e+03, 1.000000000000000e-10, 2.962489048109052e+14, 2.233356542995194e+03, 3.000009627711959e+02, 0.000000000000000e+00, 3.031007454543972e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920806771841e-05, 2.239358735123828e-03, 2.353660873407884e-04, 9.740921336762021e+04, 4.181512458693745e-03, 8.754050297041345e-27
8272, 1.106520414903724e+00, 1.162999820143149e-01, 2.593392081882639e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583422503225151e+03, 1.000000000000000e-10, 2.962256939158150e+14, 2.233369001290059e+03, 3.000009629295290e+02, 0.000000000000000e+00, 3.031030948291724e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920807521030e-05, 2.239596908474742e-03, 2.353911203685543e-04, 9.741988245789480e+04, 4.181898920806140e-03, 8.754785055962897e-27
8273, 1.105867186496622e+00, 1.162313249421327e-01, 2.593406560086988e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583453676907543e+03, 1.000000000000000e-10, 2.962024894287220e+14, 2.233381470763016e+03, 3.000009630880048e+02, 0.000000000000000e+00, 3.031054463119028e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920808270894e-05, 2.239835213653851e-03, 2.354161672521642e-04, 9.743055795826722e+04, 4.182285485859179e-03, 8.755519784440824e-27
8274, 1.105213958089520e+00, 1.161626678699504e-01, 2.593421050968571e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583484877892855e+03, 1.000000000000000e-10, 2.961792820159279e+14, 2.233393951157141e+03, 3.000009632469928e+02, 0.000000000000000e+00, 3.031077998541379e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920809023182e-05, 2.240073664436046e-03, 2.354412294394030e-04, 9.744124046805433e+04, 4.182672232625976e-03, 8.756254757344006e-27
8275, 1.104560729682419e+00, 1.160940107977682e-01, 2.593435554243638e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583516105538914e+03, 1.000000000000000e-10, 2.961560784611378e+14, 2.233406442215564e+03, 3.000009634048130e+02, 0.000000000000000e+00, 3.031101554074374e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920809769944e-05, 2.240312256532762e-03, 2.354663064791584e-04, 9.745192980163936e+04, 4.183059109215624e-03, 8.756989773207369e-27
8276, 1.103907501275317e+00, 1.160253537255860e-01, 2.593450069602507e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583547359223046e+03, 1.000000000000000e-10, 2.961328763540578e+14, 2.233418943689217e+03, 3.000009635638323e+02, 0.000000000000000e+00, 3.031125129248322e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920810522380e-05, 2.240550979151701e-03, 2.354913972373978e-04, 9.746262549242757e+04, 4.183446122534347e-03, 8.757724902247716e-27
8277, 1.103254272868215e+00, 1.159566966534037e-01, 2.593464596755637e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583578638294476e+03, 1.000000000000000e-10, 2.961096701174898e+14, 2.233431455317789e+03, 3.000009637225777e+02, 0.000000000000000e+00, 3.031148723572330e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920811273520e-05, 2.240789851895944e-03, 2.355165037745224e-04, 9.747332839256046e+04, 4.183833330328096e-03, 8.758460308467860e-27
8278, 1.102601044461113e+00, 1.158880395812215e-01, 2.593479135413109e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583609942134974e+03, 1.000000000000000e-10, 2.960864717667919e+14, 2.233443976853988e+03, 3.000009638813692e+02, 0.000000000000000e+00, 3.031172336580059e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920812024877e-05, 2.241028849701937e-03, 2.355416234563916e-04, 9.748403741530050e+04, 4.184220624271020e-03, 8.759195635531428e-27
8279, 1.101947816054012e+00, 1.158193825090392e-01, 2.593493685282810e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583641270109440e+03, 1.000000000000000e-10, 2.960632734725460e+14, 2.233456508043775e+03, 3.000009640398736e+02, 0.000000000000000e+00, 3.031195967792442e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920812774877e-05, 2.241267989822502e-03, 2.355667580959802e-04, 9.749475331259549e+04, 4.184608075808089e-03, 8.759931114031513e-27
8280, 1.101294587646910e+00, 1.157507254368569e-01, 2.593508246075014e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583672621607357e+03, 1.000000000000000e-10, 2.960400713345585e+14, 2.233469048642941e+03, 3.000009641988026e+02, 0.000000000000000e+00, 3.031219616748954e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920813526886e-05, 2.241507274665861e-03, 2.355919079461968e-04, 9.750547619033689e+04, 4.184995714758686e-03, 8.760666858442443e-27
8281, 1.100641359239808e+00, 1.156820683646747e-01, 2.593522817527860e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583703996056196e+03, 1.000000000000000e-10, 2.960168788613987e+14, 2.233481598422477e+03, 3.000009643576858e+02, 0.000000000000000e+00, 3.031243283017730e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920814278678e-05, 2.241746684224462e-03, 2.356170709045307e-04, 9.751620518206629e+04, 4.185383426925079e-03, 8.761402468148950e-27
8282, 1.099988130832706e+00, 1.156134112924925e-01, 2.593537399358314e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583735392858838e+03, 1.000000000000000e-10, 2.959936781152188e+14, 2.233494157143534e+03, 3.000009645171806e+02, 0.000000000000000e+00, 3.031266966148351e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920815033364e-05, 2.241986246813972e-03, 2.356422499474098e-04, 9.752694152015437e+04, 4.185771365590736e-03, 8.762138473095300e-27
8283, 1.099334902425604e+00, 1.155447542203102e-01, 2.593551991325269e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583766811477379e+03, 1.000000000000000e-10, 2.959704884032642e+14, 2.233506724590950e+03, 3.000009646762759e+02, 0.000000000000000e+00, 3.031290665735066e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920815786160e-05, 2.242225934964705e-03, 2.356674421874827e-04, 9.753768401418316e+04, 4.186159368556702e-03, 8.762874300986915e-27
8284, 1.098681674018503e+00, 1.154760971481280e-01, 2.593566593170548e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583798251358245e+03, 1.000000000000000e-10, 2.959472960937972e+14, 2.233519300543297e+03, 3.000009648350937e+02, 0.000000000000000e+00, 3.031314381360308e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920816537642e-05, 2.242465772150141e-03, 2.356926500913661e-04, 9.754843368618414e+04, 4.186547554160413e-03, 8.763610354491354e-27
8285, 1.098028445611401e+00, 1.154074400759457e-01, 2.593581204659362e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583829712008945e+03, 1.000000000000000e-10, 2.959241027081192e+14, 2.233531884803576e+03, 3.000009649943321e+02, 0.000000000000000e+00, 3.031338112652581e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920817291115e-05, 2.242705749307018e-03, 2.357178727067456e-04, 9.755919014587258e+04, 4.186935903171909e-03, 8.764346587831395e-27
8286, 1.097375217204299e+00, 1.153387830037635e-01, 2.593595825582392e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583861192971928e+03, 1.000000000000000e-10, 2.959009163152294e+14, 2.233544477188770e+03, 3.000009651536207e+02, 0.000000000000000e+00, 3.031361859266748e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920818044825e-05, 2.242945859551818e-03, 2.357431093106603e-04, 9.756995309655363e+04, 4.187324352056969e-03, 8.765082761332613e-27
8287, 1.096721988797198e+00, 1.152701259315812e-01, 2.593610455732460e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583892693795154e+03, 1.000000000000000e-10, 2.958777273999742e+14, 2.233557077518060e+03, 3.000009653126368e+02, 0.000000000000000e+00, 3.031385620861825e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920818797245e-05, 2.243186121767403e-03, 2.357683618870449e-04, 9.758072336278958e+04, 4.187712985791411e-03, 8.765819156129095e-27
8288, 1.096068760390096e+00, 1.152014688593990e-01, 2.593625094919869e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583924214089563e+03, 1.000000000000000e-10, 2.958545400942648e+14, 2.233569685635824e+03, 3.000009654724203e+02, 0.000000000000000e+00, 3.031409397144342e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920819553298e-05, 2.243426520408293e-03, 2.357936288021944e-04, 9.759150027195373e+04, 4.188101760595248e-03, 8.766555649216549e-27
8289, 1.095415531982994e+00, 1.151328117872167e-01, 2.593639742990446e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583955753497215e+03, 1.000000000000000e-10, 2.958313544216222e+14, 2.233582301398885e+03, 3.000009656315731e+02, 0.000000000000000e+00, 3.031433187844294e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920820306365e-05, 2.243667072393952e-03, 2.358189118346561e-04, 9.760228456233942e+04, 4.188490692113706e-03, 8.767292239387798e-27
8290, 1.094762303575892e+00, 1.150641547150345e-01, 2.593654399791547e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.583987311715366e+03, 1.000000000000000e-10, 2.958081758143870e+14, 2.233594924686145e+03, 3.000009657914865e+02, 0.000000000000000e+00, 3.031456992733319e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920821063032e-05, 2.243907756336567e-03, 2.358442087363703e-04, 9.761307530906651e+04, 4.188879721869929e-03, 8.768028765117777e-27
8291, 1.094109075168790e+00, 1.149954976428522e-01, 2.593669065192188e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584018888443059e+03, 1.000000000000000e-10, 2.957849908303792e+14, 2.233607555377223e+03, 3.000009659511418e+02, 0.000000000000000e+00, 3.031480811584400e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920821818477e-05, 2.244148603998470e-03, 2.358695228459457e-04, 9.762387389534542e+04, 4.189268974740186e-03, 8.768765624399020e-27
8292, 1.093455846761689e+00, 1.149268405706700e-01, 2.593683739096929e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584050483472468e+03, 1.000000000000000e-10, 2.957618155577622e+14, 2.233620193388986e+03, 3.000009661104129e+02, 0.000000000000000e+00, 3.031504644240769e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920822572105e-05, 2.244389588329992e-03, 2.358948513195505e-04, 9.763467915015449e+04, 4.189658311495518e-03, 8.769502340011843e-27
8293, 1.092802618354587e+00, 1.148581834984878e-01, 2.593698421409644e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584082096615374e+03, 1.000000000000000e-10, 2.957386350482672e+14, 2.233632838646148e+03, 3.000009662703064e+02, 0.000000000000000e+00, 3.031528490560450e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920823328677e-05, 2.244630732585809e-03, 2.359201966022574e-04, 9.764549208823513e+04, 4.190047859731861e-03, 8.770239354821243e-27
8294, 1.092149389947485e+00, 1.147895264263055e-01, 2.593713112079570e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584113727749003e+03, 1.000000000000000e-10, 2.957154590299138e+14, 2.233645491099600e+03, 3.000009664300978e+02, 0.000000000000000e+00, 3.031552350450833e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920824084767e-05, 2.244872026434395e-03, 2.359455576077827e-04, 9.765631226623662e+04, 4.190437540876675e-03, 8.770976380230068e-27
8295, 1.091496161540383e+00, 1.147208693541232e-01, 2.593727811068882e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584145376797002e+03, 1.000000000000000e-10, 2.956922850751192e+14, 2.233658150718799e+03, 3.000009665900601e+02, 0.000000000000000e+00, 3.031576223854323e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920824841664e-05, 2.245113477013214e-03, 2.359709350862412e-04, 9.766714000088281e+04, 4.190827378779367e-03, 8.771713488093473e-27
8296, 1.090842933133282e+00, 1.146522122819410e-01, 2.593742518363758e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584177043728056e+03, 1.000000000000000e-10, 2.956691124376499e+14, 2.233670817491221e+03, 3.000009667501096e+02, 0.000000000000000e+00, 3.031600110747299e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920825598975e-05, 2.245355085167259e-03, 2.359963291265062e-04, 9.767797533557602e+04, 4.191217379511015e-03, 8.772450700509184e-27
8297, 1.090189704726180e+00, 1.145835552097587e-01, 2.593757233976130e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584208728569461e+03, 1.000000000000000e-10, 2.956459427963781e+14, 2.233683491427783e+03, 3.000009669103327e+02, 0.000000000000000e+00, 3.031624011150351e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920826357107e-05, 2.245596848901246e-03, 2.360217395186888e-04, 9.768881818877664e+04, 4.191607529292662e-03, 8.773187967712262e-27
8298, 1.089536476319078e+00, 1.145148981375765e-01, 2.593771957943176e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584240431396538e+03, 1.000000000000000e-10, 2.956227735319918e+14, 2.233696172558614e+03, 3.000009670704759e+02, 0.000000000000000e+00, 3.031647925120295e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920827114861e-05, 2.245838775577022e-03, 2.360471670370169e-04, 9.769966888192411e+04, 4.191997853565360e-03, 8.773925367558580e-27
8299, 1.088883247911976e+00, 1.144462410653942e-01, 2.593786690324483e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.584272152342503e+03, 1.000000000000000e-10, 2.955996046361518e+14, 2.233708860936999e+03, 3.000009672308036e+02, 0.000000000000000e+00, 3.031671852757617e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845920827873488e-05, 2.246080868607057e-03, 2.360726120396262e-04, 9.771052755809984e+04, 4.192388355563073e-03, 8.774662900525552e-27
